id_cliente,churn,genero,idoso,conjuge,dependentes,meses_contrato,telefone,multiplas_linhas,internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_tv,streaming_filmes,contrato,fatura_digital,metodo_pagamento,cobranca_mensal,cobranca_total,contas_diarias
5136-GFPMB,Não,Homem,Não,Não,Não,54,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mensal,Não,Cartão de crédito,89.4,4869.5,2.98
5136-KCKGI,Sim,Mulher,Não,Sim,Sim,33,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque enviado,103.7,3467.0,3.46
5136-RGMZO,Não,Homem,Não,Não,Não,31,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Não,Mensal,Sim,Cheque eletrônico,71.05,2168.15,2.37
5138-WVKYJ,Sim,Homem,Não,Não,Não,10,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,98.55,1008.55,3.28
5140-FOMCQ,Não,Mulher,Não,Sim,Não,59,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito,109.15,6557.75,3.64
5141-ZUVBH,Não,Mulher,Não,Não,Sim,9,Sim,Não,Fibra óptica,Sim,Não,Sim,Sim,Não,Sim,Mensal,Não,Transferência bancária,93.0,870.25,3.1
5143-EGQFK,Sim,Mulher,Sim,Não,Não,10,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,29.65,291.4,0.99
5143-WMWOG,Sim,Homem,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque eletrônico,19.95,19.95,0.66
5144-PQCDZ,Não,Homem,Não,Não,Não,4,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,19.95,59.25,0.66
5144-TVGLP,Não,Homem,Sim,Não,Não,38,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,94.75,3653.0,3.16
5146-CBVOE,Não,Mulher,Não,Não,Não,16,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Não,Transferência bancária,75.1,1212.85,2.5
5146-YYFRZ,Não,Homem,Não,Não,Não,67,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Transferência bancária,19.95,1311.75,0.66
5148-HKFIR,Não,Mulher,Não,Não,Não,20,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,19.7,406.95,0.66
5148-ORICT,Não,Mulher,Não,Sim,Não,64,Sim,Não,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Sim,Cheque enviado,74.35,4759.55,2.48
5149-CUZUJ,Não,Homem,Não,Sim,Sim,28,Sim,Não,Fibra óptica,Não,Sim,Sim,Sim,Sim,Não,Anual,Não,Transferência bancária,92.9,2768.35,3.1
5149-QYTTU,Não,Mulher,Não,Sim,Sim,71,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Não,Não,Anual,Sim,Cartão de crédito,95.15,6770.85,3.17
5149-TGWDZ,Não,Mulher,Não,Não,Não,21,Sim,Não,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Cheque enviado,104.55,2239.4,3.48
5150-ITWWB,Não,Homem,Sim,Não,Não,3,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.85,335.75,3.16
5150-LJNSR,Não,Homem,Não,Sim,Sim,31,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Sim,Não,Anual,Não,Transferência bancária,98.05,3082.1,3.27
5151-HQRDG,Não,Homem,Não,Sim,Não,37,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,55.05,2030.75,1.84
5153-LXKDT,Não,Homem,Não,Sim,Sim,68,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Bienal,Sim,Cheque eletrônico,110.2,7467.5,3.67
5153-RTHKF,Não,Mulher,Não,Não,Não,34,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Não,Cheque eletrônico,85.35,2896.6,2.84
5154-VEKBL,Sim,Mulher,Não,Não,Não,9,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Não,Cheque enviado,58.5,539.85,1.95
5155-AZQPB,Não,Mulher,Não,Sim,Sim,28,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,49.9,1410.25,1.66
5156-UMKOW,Não,Mulher,Não,Não,Sim,3,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque enviado,29.65,90.05,0.99
5158-RIVOP,Não,Mulher,Não,Sim,Sim,11,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito,20.9,202.3,0.7
5159-YFPKQ,Sim,Mulher,Não,Não,Não,2,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,75.8,160.75,2.53
5160-UXJED,Não,Homem,Não,Não,Sim,17,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque enviado,44.6,681.4,1.49
5161-UBZXI,Não,Homem,Não,Sim,Sim,69,Sim,Não,Fibra óptica,Sim,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito,106.35,7261.75,3.54
5161-XEUVX,Não,Homem,Não,Sim,Não,37,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Não,Bienal,Não,Cheque enviado,94.3,3460.95,3.14
5167-GBFRE,Sim,Homem,Sim,Não,Não,4,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária,25.2,102.5,0.84
5167-ZFFMM,Sim,Homem,Não,Não,Não,1,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cartão de crédito,90.85,90.85,3.03
5168-MQQCA,Não,Mulher,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transferência bancária,108.5,8003.8,3.62
5168-MSWXT,Não,Homem,Não,Sim,Sim,8,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.75,759.55,3.16
5170-PTRKA,Não,Mulher,Não,Sim,Sim,49,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Sim,Cartão de crédito,35.8,1782.0,1.19
5171-EPLKN,Não,Homem,Não,Não,Não,27,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito,19.85,470.0,0.66
5172-MIGPM,Não,Homem,Não,Não,Não,4,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Sim,Mensal,Não,Cheque enviado,65.55,237.2,2.18
5172-RKOCB,Não,Homem,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito,108.95,7875.0,3.63
5173-WXOQV,Não,Homem,Não,Sim,Não,2,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Mensal,Sim,Cheque enviado,64.2,143.65,2.14
5173-ZXXXL,Não,Homem,Não,Não,Não,2,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,19.95,47.7,0.66
5174-ITUMV,Não,Homem,Não,Sim,Sim,67,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,105.4,6989.45,3.51
5174-RNGBH,Sim,Mulher,Não,Não,Não,9,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Não,Mensal,Não,Cheque enviado,66.25,620.55,2.21
5175-AOBHI,Sim,Mulher,Não,Não,Não,4,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,46.0,193.6,1.53
5175-WLYXL,Não,Homem,Não,Não,Não,22,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,78.85,1600.25,2.63
5176-LDKUH,Não,Mulher,Não,Não,Não,48,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Anual,Não,Cheque eletrônico,75.15,3772.65,2.51
5176-LMJXE,Não,Mulher,Não,Não,Não,47,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Cheque enviado,20.55,945.7,0.68
5176-OLSKT,Não,Mulher,Não,Sim,Não,66,Sim,Sim,DSL,Sim,Sim,Sim,Não,Não,Não,Bienal,Não,Transferência bancária,66.9,4370.25,2.23
5177-RVZNU,Não,Mulher,Não,Não,Sim,37,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Transferência bancária,20.3,755.4,0.68
5178-LMXOP,Sim,Homem,Sim,Sim,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,95.1,95.1,3.17
5180-UCIIQ,Sim,Homem,Sim,Sim,Sim,22,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Não,Não,Sim,Mensal,Não,Cheque enviado,40.05,880.2,1.34
5181-OABFK,Não,Mulher,Não,Sim,Sim,56,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Bienal,Sim,Cartão de crédito,61.3,3346.8,2.04
5183-KLYEM,Não,Mulher,Não,Não,Não,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito,112.75,8192.6,3.76
5183-SNMJQ,Não,Homem,Não,Não,Não,10,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cartão de crédito,95.1,865.1,3.17
5186-EJEGL,Não,Homem,Não,Não,Não,9,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Não,Mensal,Sim,Cheque enviado,69.5,653.25,2.32
5186-PEIZU,Não,Mulher,Não,Não,Não,35,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Transferência bancária,19.25,617.65,0.64
5186-SAMNZ,Sim,Homem,Sim,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária,69.5,69.5,2.32
5188-HGMLP,Não,Homem,Sim,Sim,Não,54,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Transferência bancária,74.0,3919.15,2.47
5192-EBGOV,Sim,Mulher,Sim,Não,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,85.7,85.7,2.86
5193-QLVZB,Não,Homem,Não,Não,Não,63,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Bienal,Sim,Transferência bancária,104.75,6536.5,3.49
5195-KPUNQ,Não,Mulher,Sim,Não,Não,53,Sim,Não,Fibra óptica,Sim,Sim,Não,Sim,Não,Sim,Anual,Sim,Cheque enviado,96.75,5206.55,3.22
5196-SGOAK,Sim,Mulher,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,75.7,75.7,2.52
5196-WPYOW,Não,Homem,Não,Sim,Sim,67,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Não,Cheque enviado,60.05,3994.05,2.0
5197-LQXXH,Não,Mulher,Não,Sim,Não,71,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito,83.3,5894.5,2.78
5197-PYEPU,Não,Mulher,Não,Sim,Sim,42,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Sim,Não,Anual,Sim,Cartão de crédito,94.45,3923.8,3.15
5197-YPYBZ,Não,Mulher,Não,Sim,Sim,12,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito,25.25,274.7,0.84
5198-EFNBM,Não,Homem,Sim,Sim,Não,57,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Sim,Não,Anual,Sim,Cheque eletrônico,90.65,5199.8,3.02
5198-HQAEN,Não,Homem,Não,Sim,Sim,35,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Sim,Não,Anual,Sim,Cheque eletrônico,89.7,3165.6,2.99
5199-FPUSP,Não,Homem,Não,Não,Sim,33,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Não,Cartão de crédito,34.05,1113.95,1.14
5201-CBWYG,Não,Homem,Não,Sim,Sim,62,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Transferência bancária,24.8,1476.25,0.83
5201-FRKKS,Não,Homem,Não,Não,Não,25,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mensal,Não,Transferência bancária,74.3,1952.25,2.48
5201-USSQZ,Não,Mulher,Não,Sim,Não,26,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Sim,Mensal,Não,Cartão de crédito,85.9,2196.45,2.86
5202-IVJNU,Sim,Mulher,Não,Não,Sim,39,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cartão de crédito,30.1,1131.3,1.0
5203-XEHAX,Não,Mulher,Não,Não,Não,34,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Sim,Anual,Não,Cheque eletrônico,64.35,2053.05,2.14
5204-HMGYF,Não,Mulher,Não,Sim,Sim,49,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Cheque enviado,87.2,4345.0,2.91
5204-QZXPU,Sim,Homem,Não,Não,Não,19,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,39.65,733.35,1.32
5206-HPJKM,Não,Homem,Não,Não,Não,17,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito,55.5,934.15,1.85
5206-XZZQI,Não,Homem,Não,Não,Não,53,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque enviado,80.6,4348.1,2.69
5207-PLSTK,Não,Homem,Não,Sim,Sim,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,48.75,48.75,1.62
5208-FVQKB,Não,Homem,Não,Sim,Não,70,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Bienal,Não,Cheque enviado,67.95,4664.15,2.26
5208-HFSBT,Sim,Mulher,Não,Não,Não,2,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Cartão de crédito,55.05,102.75,1.84
5213-TWWJU,Não,Homem,Não,Não,Não,28,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Sim,Mensal,Não,Cheque eletrônico,91.0,2626.15,3.03
5214-CHIWJ,Não,Homem,Não,Não,Não,27,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,20.3,595.05,0.68
5214-NLTIT,Não,Homem,Não,Sim,Sim,72,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Bienal,Sim,Cartão de crédito,90.8,6511.8,3.03
5215-LNLDJ,Não,Mulher,Não,Sim,Sim,7,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,24.7,149.05,0.82
5216-WASFJ,Não,Mulher,Sim,Sim,Não,31,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,84.85,2633.4,2.83
5219-YIPTK,Sim,Mulher,Não,Sim,Não,33,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,104.4,3409.6,3.48
5220-AGAAX,Não,Homem,Não,Sim,Sim,68,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Transferência bancária,24.0,1664.3,0.8
5222-IMUKT,Não,Homem,Não,Não,Não,32,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,91.05,2871.5,3.03
5222-JCXZT,Não,Homem,Não,Não,Não,4,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,19.0,78.9,0.63
5223-UZAVK,Não,Homem,Não,Não,Não,64,Sim,Não,Fibra óptica,Sim,Sim,Não,Não,Sim,Sim,Anual,Sim,Cartão de crédito,100.3,6603.8,3.34
5226-NOZFC,Não,Homem,Não,Não,Não,26,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,85.75,2146.5,2.86
5227-JSCFE,Não,Homem,Sim,Sim,Não,71,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Não,Não,Bienal,Não,Cartão de crédito,46.35,3353.4,1.55
5228-EXCET,Sim,Homem,Não,Não,Não,13,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,80.85,1008.7,2.7
5229-DTFYB,Não,Mulher,Não,Não,Não,41,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Transferência bancária,98.8,3959.15,3.29
5229-PRWKT,Sim,Homem,Não,Não,Não,8,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,86.55,649.65,2.88
5231-FIQPA,Não,Mulher,Não,Não,Não,41,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Cheque enviado,19.85,810.45,0.66
5232-NXPAY,Não,Mulher,Não,Não,Não,47,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Bienal,Não,Cheque enviado,74.45,3510.3,2.48
5233-AOZUF,Não,Mulher,Não,Sim,Não,29,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.95,2149.05,2.5
5233-GEEAX,Sim,Homem,Sim,Não,Não,8,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,29.4,221.9,0.98
5236-PERKL,Sim,Mulher,Não,Não,Não,57,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Bienal,Sim,Transferência bancária,112.95,6465.0,3.76
5236-XMZJY,Não,Mulher,Não,Não,Não,42,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Transferência bancária,59.65,2536.55,1.99
5240-CAOYT,Não,Mulher,Não,Não,Não,57,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Não,Não,Mensal,Sim,Transferência bancária,87.55,4884.85,2.92
5240-IJOQT,Sim,Homem,Sim,Não,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.7,74.7,2.49
5242-UOWHD,Não,Homem,Não,Sim,Sim,45,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,20.35,929.2,0.68
5243-SAOTC,Não,Homem,Não,Não,Não,54,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Transferência bancária,79.85,4308.25,2.66
5244-IRFIH,Sim,Homem,Sim,Sim,Não,33,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.5,3105.55,3.15
5245-VDBUR,Não,Mulher,Não,Sim,Não,52,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Não,Não,Anual,Não,Cheque enviado,35.45,1958.95,1.18
5248-KWLAR,Não,Homem,Não,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cheque eletrônico,90.35,6325.25,3.01
5248-RPYWW,Não,Mulher,Sim,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária,90.15,6716.45,3.01
5248-YGIJN,Não,Homem,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito,90.25,6369.45,3.01
5249-QYHEX,Não,Mulher,Não,Sim,Sim,40,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Cheque enviado,24.8,1024.7,0.83
5256-SKJGO,Não,Mulher,Não,Sim,Sim,64,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,54.6,3423.5,1.82
5260-UMPWX,Não,Mulher,Não,Sim,Sim,26,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cartão de crédito,20.25,493.95,0.68
5261-QSHQM,Sim,Mulher,Não,Não,Não,4,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,24.45,86.6,0.82
5266-PFRQK,Não,Homem,Não,Sim,Sim,52,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Sim,Cartão de crédito,20.85,1071.6,0.7
5268-DSMNQ,Não,Mulher,Sim,Sim,Não,62,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Não,Anual,Sim,Cartão de crédito,97.95,5936.55,3.26
5269-NRGDP,Não,Homem,Não,Sim,Sim,42,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Anual,Não,Cheque eletrônico,73.15,3088.25,2.44
5271-DBYSJ,Não,Homem,Sim,Não,Não,11,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cartão de crédito,79.15,827.7,2.64
5271-YNWVR,Sim,Homem,Não,Sim,Sim,68,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,113.15,7856.0,3.77
5274-XHAKY,Não,Mulher,Não,Sim,Sim,41,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Sim,Não,Mensal,Sim,Transferência bancária,94.3,3893.6,3.14
5275-PMFUT,Não,Homem,Não,Sim,Sim,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito,64.8,4719.75,2.16
5275-SQEIZ,Sim,Homem,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque enviado,80.85,80.85,2.7
5276-KQWHG,Sim,Mulher,Sim,Não,Não,2,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,69.6,131.65,2.32
5277-ZLOOR,Sim,Mulher,Sim,Não,Não,2,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,85.55,187.45,2.85
5278-PNYOX,Não,Mulher,Não,Não,Não,49,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito,100.65,4917.75,3.36
5281-BUZGT,Sim,Homem,Sim,Não,Não,36,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,90.85,3186.7,3.03
5285-MVEHD,Não,Mulher,Não,Sim,Não,56,Sim,Não,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito,105.6,6068.65,3.52
5286-YHCVC,Não,Homem,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Bienal,Sim,Transferência bancária,104.8,7470.1,3.49
5287-QWLKY,Sim,Homem,Sim,Sim,Sim,71,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cartão de crédito,105.1,7548.1,3.5
5288-AHOUP,Não,Homem,Sim,Não,Não,11,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,78.5,874.2,2.62
5293-WXJAK,Sim,Mulher,Sim,Sim,Não,11,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Transferência bancária,104.05,1133.65,3.47
5294-CDGWY,Sim,Homem,Não,Sim,Sim,51,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Sim,Sim,Anual,Não,Cheque eletrônico,59.3,3014.65,1.98
5294-DMSFH,Não,Mulher,Não,Sim,Sim,29,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cartão de crédito,87.8,2621.75,2.93
5294-IMHHT,Não,Homem,Não,Sim,Não,53,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Anual,Não,Transferência bancária,97.75,5043.2,3.26
5295-PCJOO,Sim,Homem,Não,Não,Sim,4,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,49.4,184.4,1.65
5296-BFCYD,Não,Homem,Não,Sim,Sim,46,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Cheque enviado,20.1,936.85,0.67
5296-PSYVW,Não,Mulher,Não,Sim,Não,72,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque eletrônico,24.55,1750.7,0.82
5297-MDOIR,Não,Mulher,Não,Sim,Não,63,Sim,Não,Fibra óptica,Sim,Não,Sim,Não,Não,Não,Anual,Sim,Cartão de crédito,81.15,5224.5,2.7
